1956	05	13	SD	ET	5	1	F		4	1704	1446	−	−3	24	78
1956	11	16	ET	SD	2	1	F		14	1460	1690	+6	−4	75	27
1957	02	10	SD	EG	1	2	AR		-38	1652	1631	−9	+7	35	40
1957	02	17	SD	EG	3	4	F		-13	1639	1670	−4	+3	40	32
1957	03	08	SD	SY	1	0	WQ		3	1642	1311	+1	0	39	100
1957	05	24	SY	SD	1	1	WQ		12	1323	1630	0	−2	101	40
1957	07	21	CN	SD	4	1	F		20	1492	1610	+5	−2	66	44
1959	05	25	SD	ET	1	0	AR	RR	13	1623	1407	+1	−3	41	88
1959	05	29	RR	SD	2	1	AR		17	1661	1606	+5	−2	35	43
1959	11	23	SD	ET	3	1	OQ		11	1617	1427	+1	−1	43	83
1959	12	09	SD	UG	1	0	OQ		8	1625	1473	+1	−2	42	75
1959	12	20	ET	SD	1	1	OQ		6	1430	1619	+3	0	83	42
1960	01	03	UG	SD	0	1	OQ		-18	1458	1637	−3	+3	77	39
1960	02	14	SD	TN	1	0	OQ		10	1647	1540	+1	0	38	55
1960	02	26	SD	RR	0	1	OQ		-20	1627	1760	−4	+4	42	21
1960	04	17	TN	SD	2	0	OQ		29	1566	1598	+3	−3	53	45
1960	04	22	RR	SD	3	0	OQ		13	1766	1585	+2	−2	21	46
1963	00	00	ET	SD	4	0	F		18	1524	1567	+1	−4	66	54
1963	06	01	KE	SD	0	1	FQ		-18	1407	1585	−5	+4	91	51
1963	06	30	SD	KE	5	0	FQ		13	1598	1385	+2	−5	49	98
1963	09	18	BG	SD	1	1	F		-7	1769	1605	−1	+1	21	47
1963	11	26	EG	SD	2	2	AR	GH	-9	1734	1614	0	+3	25	45
1963	11	28	SD	NG	4	0	AR	GH	45	1659	1555	+11	−10	34	59
1963	12	01	GH	SD	3	0	AR		17	1823	1642	+1	−4	14	38
1964	03	15	LB	SD	1	1	TIF	LY	9	1418	1633	+1	−4	87	42
1964	03	17	LY	SD	1	0	TIF		19	1463	1614	+4	−3	78	45
1964	03	27	EG	SD	4	1	OQ		13	1777	1601	+2	−1	19	46
1964	04	17	SD	EG	3	3	OQ		4	1605	1773	+1	−1	45	20
1965	03	27	SD	ET	2	1	FQ		11	1616	1520	0	−3	44	65
1965	04	11	SD	KE	4	2	FQ		9	1625	1401	+1	−2	43	92
1965	04	12	SD	KE	4	3	F		3	1628	1398	0	−1	43	93
1965	04	18	ET	SD	1	0	FQ		20	1550	1608	+5	−4	57	46
1965	04	25	KE	SD	1	1	FQ		6	1404	1602	+1	0	92	46
1965	05	01	UG	SD	1	3	FQ		-21	1379	1623	−5	+3	98	43
1965	08	22	SD	UG	4	1	FQ		9	1632	1379	0	−2	41	99
1965	09	03	SD	LY	4	2	PAR	EG	19	1651	1481	+4	−5	37	76
1965	09	04	SD	OM	15	0	PAR	EG	2	1653	894	0	0	37	160
1965	09	07	SD	SY	2	0	PAR	EG	11	1664	1375	+2	−4	36	99
1965	09	09	SD	PS	2	1	PAR	EG	4	1668	1257	0	0	36	122
1965	09	11	EG	SD	0	0	PAR		-13	1811	1681	−2	+2	16	34
1966	07	02	SD	UG	2	1	EAC	ET	4	1685	1335	+1	−1	34	109
1966	07	04	ET	SD	1	1	EAC		4	1506	1681	+1	−1	66	35
1966	12	10	KE	SD	0	1	IND		-10	1449	1691	−7	+1	85	34
1966	12	12	KE	SD	3	2	IND		21	1470	1670	+8	−3	77	37
1967	01	29	SD	DD	1	2	F		-9	1661	1831	0	+1	36	13
1967	02	21	SD	TZ	1	0	EAC		2	1663	1260	0	0	36	125
1967	02	24	SD	ET	1	1	EAC		-9	1654	1535	−1	0	37	62
1967	02	26	SD	ET	5	3	EAC		10	1664	1525	+2	−1	35	63
1967	02	28	ET	SD	2	1	F		11	1536	1653	+4	−2	59	37
1967	03	07	LY	SD	1	1	TIF		4	1472	1649	+1	−1	76	38
1967	03	10	IQ	SD	2	2	TIF	LY	1	1632	1648	0	0	40	38
1967	03	18	CD	SD	3	2	FQ		15	1660	1633	+3	−2	36	40
1967	04	02	SD	CD	1	0	FQ		16	1649	1644	+2	−3	38	39
1967	08	13	CD	SD	2	1	FQ	UG	20	1662	1629	+4	−4	36	41
1967	11	05	NG	SD	1	0	OQ		19	1560	1610	+5	−6	56	46
1967	11	19	SD	NG	2	1	OQ		12	1622	1548	+4	−1	42	59
1968	10	27	ZM	SD	4	2	WQ		27	1579	1595	+2	−7	57	51
1968	11	08	SD	ZM	4	2	WQ		20	1615	1559	+6	−3	45	60
1968	12	12	KE	SD	1	1	IPC		5	1410	1610	+1	0	93	45
1969	01	08	SD	KE	1	0	EAC	ET	7	1617	1409	+1	−5	45	94
1969	01	10	SD	TZ	3	0	EAC	ET	4	1621	1167	+1	−1	44	142
1969	01	12	ET	SD	0	1	EAC		-18	1575	1639	−4	+3	55	41
1969	05	04	ET	SD	1	1	WQ		-1	1562	1640	0	0	58	42
1969	05	11	SD	ET	3	1	WQ		16	1656	1546	+5	−5	36	63
1969	09	13	NG	SD	2	2	WQ		-2	1587	1658	−1	0	51	37
1969	10	03	SD	NG	3	3	WQ		-10	1648	1586	−1	+1	40	52
1969	10	10	SD	MA	0	0	WQ		-5	1643	1668	0	+2	40	35
1969	10	26	MA	SD	3	0	WQ		23	1691	1620	0	−8	34	47
1969	11	02	EG	SD	3	1	F		7	1746	1613	0	0	26	47
1970	01	01	SD	KE	4	2	F		3	1616	1307	+1	0	46	111
1970	02	06	SD	ET	3	0	AR		23	1639	1517	+5	−5	41	69
1970	02	08	SD	CI	0	1	AR		-29	1610	1719	−6	+3	47	30
1970	02	10	SD	CM	2	1	AR		17	1627	1579	+5	−1	42	55
1970	02	14	SD	EG	2	1	AR		30	1657	1764	+4	−5	38	22
1970	02	16	SD	GH	1	0	AR		22	1679	1697	+3	−3	35	32
1970	06	27	SD	CD	0	3	F		-21	1658	1722	0	+3	37	29
1970	07	00	SD	DZ	2	0	EDT	LY	20	1678	1606	0	−6	37	50
1970	07	00	SD	PS	4	2	EDT	LY	3	1681	1185	0	0	37	136
1970	07	07	SD	LB	2	0	EDT	LY	8	1689	1411	0	−1	37	91
1970	07	12	LY	SD	0	1	EDT		-10	1469	1699	0	+4	72	33
1971	06	04	SD	UG	4	0	OQ		8	1707	1420	0	−4	33	90
1971	06	19	UG	SD	1	1	OQ		10	1430	1697	+3	−1	86	34
1971	06	24	KE	SD	3	3	F		7	1319	1690	+1	−2	111	36
1971	07	11	PS	SD	1	1	EDT	LY	13	1192	1677	+2	−1	138	37
1971	07	16	LY	SD	4	6	EDT		-15	1440	1692	−5	+2	80	35
1972	02	25	SD	ZR	1	1	AR	CM	3	1695	1728	0	−1	35	31
1972	02	27	MA	SD	1	1	AR	CM	2	1674	1693	0	0	37	35
1972	02	29	CG	SD	4	2	AR	CM	48	1639	1645	+15	−4	40	39
1972	04	30	ET	SD	0	0	OQ		4	1474	1641	+1	−1	69	41
1972	05	02	ET	SD	2	2	OQ		4	1478	1637	+1	0	68	41
1972	05	07	SD	MG	3	0	OQ		8	1645	1381	+1	−4	41	96
1972	05	21	SD	ET	1	0	OQ		7	1652	1472	−1	0	42	68
1972	07	04	TZ	SD	3	0	SBA		43	1342	1609	+5	−6	109	47
1972	07	09	UG	SD	4	0	F		25	1422	1584	+7	−5	85	52
1972	07	16	KE	SD	2	0	WQ		35	1461	1549	+9	−8	74	60
1972	07	23	SD	KE	1	0	WQ		10	1559	1451	+4	−2	56	76
1972	08	30	SU	SD	2	1	OG	WG	7	1932	1552	0	−1	5	58
1972	09	01	BU	SD	2	0	OG	WG	39	1634	1513	+9	−5	41	63
1973	00	00	SD	ET	1	0	F		6	1519	1476	0	0	61	67
1973	04	13	SD	NG	1	1	FQ		3	1522	1660	0	0	61	40
1973	04	21	NG	SD	2	1	FQ		8	1668	1514	+2	0	38	61
1974	09	28	SD	NY	6	0	KUN	SY	1	1515	859	0	0	66	175
1974	09	30	SD	PS	3	1	KUN	SY	7	1522	1200	+3	−1	63	134
1974	10	02	SY	SD	2	0	KUN		18	1517	1504	+4	−5	64	68
1974	10	04	SD	LY	3	1	KUN	SY	15	1519	1368	+5	−4	63	100
1974	10	07	MA	SD	2	0	KUN	SY	11	1722	1508	0	−4	28	67
1974	10	09	TN	SD	3	1	KUN	SY	13	1673	1495	+3	−2	34	69
1975	03	23	SD	KE	1	0	FQ		8	1503	1359	+1	−4	67	103
1975	04	06	KE	SD	0	2	FQ		-26	1333	1529	−4	+9	108	58
1975	05	02	EG	SD	1	1	OQ		-12	1670	1541	−2	+4	35	57
1975	05	30	SD	EG	1	0	OQ		22	1563	1648	+5	−4	52	38
1975	07	06	TN	SD	3	2	FQ		10	1666	1553	+2	−2	37	53
1975	08	15	SD	TN	2	1	FQ		21	1574	1645	+4	−3	51	41
1975	11	22	TZ	SD	1	0	OQ		25	1406	1549	+6	−4	92	56
1975	12	05	SD	TZ	2	0	OQ		12	1561	1394	+2	−3	54	95
1975	12	18	PS	SD	0	0	PAL	TN	15	1230	1546	+1	−3	128	57
1975	12	21	SD	PS	1	0	PAL	TN	6	1552	1224	+1	−2	56	130
1975	12	26	EG	SD	3	1	PAL	TN	20	1690	1532	+3	−2	31	58
1975	12	28	SD	SY	1	0	PAL	TN	18	1550	1475	+2	−4	56	73
1976	01	01	LY	SD	1	0	F		12	1392	1538	+5	−2	95	58
1976	03	01	MA	SD	2	2	AR	ET	-13	1720	1551	−1	+1	28	57
1976	03	04	NG	SD	1	0	AR	ET	16	1691	1535	0	−2	33	58
1976	03	06	SD	ZR	1	1	AR	ET	6	1541	1607	0	−1	58	47
1976	03	28	ZM	SD	2	2	OQ		-3	1486	1544	0	0	68	57
1976	04	04	SD	ZM	0	0	OQ		-9	1535	1495	0	+1	57	67
1977	11	14	SD	SO	2	0	AGQ	EG	5	1540	1126	0	−1	60	147
1977	11	16	EG	SD	1	0	AGQ		9	1663	1531	+1	−1	38	61
1978	01	26	SD	KE	3	0	FT		9	1540	1347	+1	0	60	102
1978	01	30	SD	CG	2	1	FT		12	1552	1551	+3	−6	57	59
1979	06	29	SD	CI	2	0	FQ		18	1570	1486	+5	−3	54	68
1979	07	06	CI	SD	4	0	FQ		36	1522	1534	+4	−7	65	62
1979	09	08	KR	SD	8	0	PRS		7	1823	1527	0	0	18	63
1979	09	10	SD	BD	4	1	PRS	KR	2	1529	954	0	0	63	165
1979	09	12	BH	SD	1	0	PRS	KR	27	1192	1502	+3	−4	135	67
1979	09	16	SD	LK	1	0	PRS	KR	1	1503	934	0	0	67	168
1979	11	07	MW	SD	4	0	CEC	KE	43	1492	1460	+14	−15	70	83
1979	11	09	SD	ZN	1	1	CEC	KE	-17	1443	1056	−1	+3	84	155
1980	11	14	SD	TZ	0	1	CEC		-25	1418	1475	−5	+5	88	76
1980	11	20	SD	SO	2	0	CEC		7	1425	1149	+2	−1	87	143
1980	11	25	SD	ZM	2	1	CEC		20	1445	1508	+6	−5	82	69
1980	11	28	SD	TZ	1	0	CEC		16	1461	1466	+1	−3	81	79
1980	12	12	DZ	SD	2	0	WQ		9	1678	1452	+2	−1	33	82
1980	12	28	SD	DZ	1	1	WQ		7	1459	1671	+3	−2	79	36
1981	04	19	ET	SD	1	1	F		-1	1381	1460	0	+1	94	77
1981	04	21	ET	SD	2	0	F		14	1395	1446	+2	−6	92	83
1981	11	15	SD	UG	2	2	CEC	TZ	0	1446	1443	0	0	84	86
1981	11	17	SD	ZW	0	0	CEC	TZ	4	1450	1508	−1	0	85	68
